date	rain	min_temp	max_temp
2019-11-19	36.8		
2021-10-17	35.3		
2021-10-26	26.6		
2021-10-31	111.2		
2021-11-03	60.4		
2021-11-05	46.3		
2021-11-30	29.5		
2022-02-27	30.2		
2022-03-05	11.7		
2022-03-28	8.2		
2022-03-29	6.8		
2022-04-25	9.5		
2022-04-28	11.2		
2022-07-29	17.6		
2022-11-06	41.9		
2022-12-12	4.7		
2022-12-29	4.8		
2023-01-18	31.3		
2023-01-24	37.8		
2023-02-01	23.8		
2023-03-06	7.4		
2023-04-09	39.9		
2023-04-10	16.3		
2023-09-03	2.5		
2023-10-15	72.3		
2023-10-19	64.1		
2023-10-29	46.3		
2023-11-04	105.4		
2023-11-15	32.2		
2023-12-03	12.7		
2023-12-09	54.2		
2023-12-16	81.3		
2023-12-23	5.3		
2024-04-29	4.7		
2024-05-16	26.6		
2024-10-05	0.8		
2024-10-06	15.8		
2024-10-24	113.4		
2025-01-21	22.9		
2025-02-01	3.0		
