date	rain	min_temp	max_temp
2019-02-04	77.5		
2019-11-05	23.8		
2019-11-19	86.9		
2020-09-19	69.1		
2020-09-28	5.6		
2021-07-03	8.8		
2021-07-23	2.8		
2021-07-27	44.6		
2021-08-27	71.0		
2021-09-16	67.6		
2021-10-10	5.1		
2021-10-13	14.9		
2021-10-26	85.5		
2021-11-02	44.2		
2021-11-05	33.5		
2021-11-08	72.2		
2021-11-13	36.2		
2021-11-14	29.0		
2021-11-15	50.0		
2021-11-16	57.4		
2021-11-19	8.2		
2021-11-20	33.3		
2022-01-08	24.1		
2022-01-13	19.9		
2022-01-16	0.4		
2022-01-17	9.5		
2022-02-13	170.8		
2022-02-27	21.0		
2022-03-08	18.1		
2022-03-09	28.8		
2022-03-12	4.1		
2022-03-13	64.2		
2022-03-18	45.7		
2022-03-31	31.1		
2022-04-13	46.9		
2022-04-20	45.1		
2022-04-27	28.1		
2022-05-05	19.4		
2022-05-15	44.4		
2022-05-17	19.8		
2022-05-18	25.2		
2022-05-22	1.7		
2022-05-23	12.1		
2022-05-25	133.2		
2022-05-26	9.3		
2022-05-27	50.9		
2022-05-31	112.2		
2022-06-03	11.9		
2022-06-04	32.8		
2022-06-06	14.8		
2022-06-08	4.4		
2022-06-11	3.4		
2022-06-12	37.5		
2022-06-25	7.4		
2022-07-12	2.4		
2022-07-16	6.5		
2022-07-17	7.2		
2022-08-06	11.6		
2022-08-07	2.4		
2022-08-23	24.7		
2022-09-05	79.5		
2022-10-13	112.4		
2022-10-19	32.8		
2022-10-24	54.3		
2022-11-04	37.0		
2022-11-07	4.3		
2022-11-08	76.3		
2023-02-06	38.3		
2023-03-17	27.7		
2023-05-13	8.2		
2023-06-03	0.2		
2023-08-20	0.0		
2023-08-27	0.0		
2023-08-28	2.5		
2023-09-03	42.7		
2023-09-09	5.6		
2023-09-11	29.1		
2023-09-12	38.2		
2023-09-13	3.5		
2023-09-17	0.0		
2023-09-22	22.7		
2023-09-23	35.8		
2023-10-31	79.0		
2023-11-10	70.4		
2023-11-23	93.6		
2023-11-24	8.5		
2023-11-26	30.7		
2023-12-11	94.8		
2023-12-12	40.8		
2024-01-22	0.5		
2024-01-27	0.0		
2024-02-11	0.0		
2024-02-16	8.2		
2024-02-25	0.0		
2024-03-09	1.5		
