date	rain	min_temp	max_temp
2019-10-04	51.9		
2019-10-25	102.1		
2020-06-03	3.5		
2021-10-09	15.0		
2021-10-16	14.0		
2021-10-21	54.8		
2021-10-26	46.3		
2021-10-28	27.5		
2021-10-30	215.4		
2021-11-04	148.9		
2021-11-08	78.1		
2021-11-13	27.1		
2021-11-25	72.6		
2021-11-29	141.2		
2021-11-30	26.9		
2021-12-06	39.8		
2022-01-04	57.2		
2022-03-05	15.0		
2022-03-28	42.2		
2022-03-29	25.0		
2022-04-28	30.0		
2022-05-20	33.0		
2022-06-11	3.0		
2022-06-12	3.0		
2022-11-01	145.0		
2022-11-03	132.0		
2022-11-04	35.0		
2022-12-03	50.0		
2022-12-22	100.0		
2023-01-24	30.0		
2023-02-08	25.0		
2023-04-10	20.0		
2023-05-04	35.0		
2023-10-19	94.3		
2023-10-20	25.5		
2023-10-30	65.0		
2023-11-03	32.5		
2023-11-04	62.1		
2023-11-15	88.0		
2023-11-20	58.2		
2023-11-23	72.5		
2023-12-05	33.5		
2023-12-16	68.8		
2024-04-05	48.0		
2024-04-29	10.2		
2024-10-21	39.3		
2024-10-22	65.6		
2024-10-24	75.4		
2025-01-31	44.0		
2025-02-28	36.0		
2025-03-03	122.0		
2025-04-19	22.0		
2025-04-23	120.5		
2025-04-24	63.3		
2025-06-27	41.3		
2025-10-09	37.0		
